producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,type
Staglin Family,USA,California,Napa County,Rutherford,,Cabernet Sauvignon,,,,,,Red
Stags Leap Wine Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Talenti,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,Red
William Fevre Domaine William Fevre,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
William Fevre Domaine William Fevre,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
Wolf Blass,Australia,South Australia,Barossa Valley,,,Cabernet Sauvignon,Syrah & Shiraz,Malbec,,,,Red
Wolf Blass,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,,,,,,Red
Wolf Blass,Australia,South Australia,Adelaide Hills,,,Chardonnay,,,,,,White
Wolf Blass,Australia,South Australia,Eden Valley,,,Riesling,,,,,,White
Wolf Blass,Australia,South Australia,Coonawarra,,,Syrah & Shiraz,,,,,,Red
Wolf Blass,Australia,South Australia,Langhorne Creek,,,Cabernet Sauvignon,,,,,,Red
Wolf Blass,Australia,South Australia,McLaren Vale,,,Syrah & Shiraz,,,,,,Red
Wolf Blass,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,Red
Wolf Blass,Australia,South Australia,Barossa Valley,,,Cabernet Sauvignon,,,,,,Red
Wolf Blass,Australia,South Australia,Adelaide Hills,,,Chardonnay,,,,,,White
Wolf Blass,Australia,South Australia,,,,Syrah & Shiraz,,,,,,Red
Wolf Blass,Australia,South Australia,,,,Chardonnay,,,,,,White
Wolf Blass,Australia,South Australia,Barossa Valley,,,Cabernet Sauvignon,,,,,,Red
Wolf Blass,Australia,South Australia,Barossa Valley,,,Cabernet Sauvignon,,,,,,Red
Wolf Blass,Australia,South Australia,,,,Chardonnay,,,,,,White
Wolf Blass,Australia,South Australia,Barossa Valley,,,Merlot,,,,,,Red
Wolf Blass,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,Red
Wolf Blass,Australia,South Eastern Australia,,,,Chardonnay,,,,,,White
Wolf Blass,Australia,South Australia,,,,Syrah & Shiraz,,,,,,Red
Wolf Blass,Australia,South Eastern Australia,,,,Cabernet Sauvignon,,,,,,Red
Wolf Blass,Australia,South Eastern Australia,,,,Chardonnay,,,,,,White
Wolf Blass,Australia,South Eastern Australia,,,,Merlot,,,,,,Red
Wolf Blass,Australia,South Eastern Australia,,,,Syrah & Shiraz,Merlot,Cabernet Sauvignon,,,,Red
Wolf Blass,Australia,South Australia,,,,Pinot Noir,Chardonnay,,,,,Sparkling
Zardetto,Italy,Veneto,Conegliano,,,Glera,Chardonnay,,,,,Sparkling
Empson Neil  Maria Empson,Italy,Toscana,,,,Sangiovese,Cabernet Sauvignon,Merlot,,,,Red
Fairview,the Republic of South Africa,Coastal Region,Paarl,,,Syrah & Shiraz,Pinotage,,,,,Red
Fairview,the Republic of South Africa,Coastal Region,Paarl,,,Syrah & Shiraz,Pinotage,Grenache,Cinsault,,,Red
Fairview,the Republic of South Africa,Coastal Region,Paarl,,,Chenin Blanc,Semillon,Viognier,Clairette Blanche,Crouchen,,White
Mahler Besse,France,Bordeaux,Premieres Cotes de Blaye,,,Merlot,,,,,,Red
Chateau Palmer Grand Cru Classe3rd Cru,France,Bordeaux,Margaux,,,Merlot,Cabernet Sauvignon,Petit Verdot,,,,Red
Cheval Noir,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Franc,,,,,Red
Chateau Picard,France,Bordeaux,,,,Cabernet Sauvignon,Cabernet Franc,,,,,Red
Perez Cruz,Chile,Maipo Valley,,,,Cabernet Sauvignon,Merlot,Carmenere,Syrah & Shiraz,,,Red
Perez Cruz,Chile,Maipo Valley,,,,Syrah & Shiraz,Carmenere,,,,,Red
Poderi Colla,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Marchesi Antinori,Italy,Toscana,Bolgheri,,,Vermentino,,,,,,White
Marchesi Antinori,Italy,Toscana,Chianti,,,Sangiovese,Etc,,,,,Red
Marchesi Antinori,Italy,Toscana,,,,Sangiovese,Cabernet Sauvignon,,,,,Hard
Marchesi Antinori,Italy,Lombardia,,,,Chardonnay,Pinot Bianco,Pinot Nero,,,,Sparkling
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Rose
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,,,,Sauvignon blanc,Semillon,Muscadet,,,,White
Barons de Rothschild Domaines Barons de Rothschild,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Southern France,Languedoc Roussillon,,,Merlot,,,,,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Southern France,Languedoc Roussillon,,,Pinot Noir,,,,,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Southern France,Languedoc Roussillon,,,Sauvignon blanc,,,,,,White
Baron Philippe de Rothschild,Chile,Central Valley,,,,Cabernet Sauvignon,Carmenere,,,,,Red
Baron Philippe de Rothschild,Chile,Central Valley,,,,Sauvignon blanc,,,,,,White
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,Graves,,,Semillon,Sauvignon blanc,Muscadet,,,,White
Baron Philippe de Rothschild,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,Red
Baron Philippe de Rothschild,Chile,Maipo Valley,,,,Chardonnay,,,,,,White
Baron Philippe de Rothschild,Chile,Maipo Valley,,,,Cabernet Sauvignon,Cabernet Franc,Carmenere,,,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Malbec,Petit Verdot,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,Pauillac,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Malbec,Petit Verdot,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Malbec,,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,Sauternes,,,Semillon,Sauvignon blanc,Muscadet,,,,White
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Red
Barons de Rothschild Domaines Barons de Rothschild,France,Bordeaux,,,,Semillon,Sauvignon blanc,,,,,White
Domaines Ott,France,Southern France,Provence,Bandol,,mourvedre,,,,,,Red
Domaines Ott,France,Southern France,Provence,Cotes de Provence,,Grenache,mourvedre,Cinsault,,,,Rose
Haras de Pirque,Chile,Maipo Valley,,,,Cabernet Sauvignon,Cabernet Franc,,,,,Red
Haras de Pirque,Chile,Maipo Valley,,,,Cabernet Sauvignon,Cabernet Franc,,,,,Red
Haras de Pirque,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,Red
Haras de Pirque,Chile,Maipo Valley,,,,Carmenere,Cabernet Sauvignon,,,,,Red
Haras de Pirque,Chile,Maipo Valley,,,,Chardonnay,,,,,,White
Haras de Pirque,Chile,Maipo Valley,,,,Cabernet Sauvignon,Carmenere,,,,,Red
Haras de Pirque,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,Red
Haras de Pirque,Chile,Maipo Valley,,,,Chardonnay,,,,,,White
M Chapoutier,France,Southern France,Languedoc Roussillon,Banyuls,,Grenache,Etc,,,,,Red
M Chapoutier,France,Rhone,ChateauneufduPape,,,Syrah & Shiraz,Grenache,mourvedre,,,,Red
M Chapoutier,France,Rhone,,,,Syrah & Shiraz,,,,,,Red
M Chapoutier,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
M Chapoutier,France,Rhone,CrozesHermitage,,,Syrah & Shiraz,,,,,,Red
M Chapoutier,France,Rhone,Hermitage,,,Syrah & Shiraz,,,,,,Red
M Chapoutier,France,Rhone,Hermitage,,,Syrah & Shiraz,,,,,,Red
M Chapoutier,France,Rhone,Tavel,,,Grenache,Syrah & Shiraz,mourvedre,Cinsault,,,Rose
Trimbach,France,Alsace,,,,Gewurztraminer,,,,,,White
Trimbach,France,Alsace,,,,Riesling,,,,,,White
Bodega Renacer,Argentina,Mendoza,,,,Malbec,,,,,,Red
Bodega Renacer,Argentina,Mendoza,,,,Malbec,,,,,,Red
Bodega Renacer,Argentina,Mendoza,,,,Malbec,Cabernet Sauvignon,,,,,Red
Cantina Vignaioli Elvio Pertinace,Italy,Piemonte,Alba,,,Barbera,,,,,,Red
Cantina Vignaioli Elvio Pertinace,Italy,Piemonte,Barbaresco,,,Nebbiolo,,,,,,Red
Cantina Vignaioli Elvio Pertinace,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Chateau Bellevue,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Malbec,,,Red
Clos Quebrada de Macul,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,Red
Clos Quebrada de Macul,Chile,Maipo Valley,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Red
Cantina Colli Euganei,Italy,Veneto,,,,Moscato,,,,,,Sparkling
Domaine Confuron Cotetidot,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,Red
Domaine Confuron Cotetidot,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,Red
dArenberg,Australia,South Australia,McLaren Vale,,,Syrah & Shiraz,,,,,,Red
dArenberg,Australia,South Australia,McLaren Vale,,,Syrah & Shiraz,,,,,,Red
dArenberg,Australia,South Australia,McLaren Vale,,,Syrah & Shiraz,Viognier,,,,,Red
dArenberg,Australia,South Australia,McLaren Vale,,,Riesling,,,,,,White
Deinhard,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Deinhard,Germany,,,,,Riesling,Silvaner,Rivaner,,,,White
Delor by CVBG,France,Bordeaux,,,,Semillon,Sauvignon blanc,,,,,White
Delor by CVBG,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,Red
Delor by CVBG,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,Red
Delor by CVBG,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,Red
Delor by CVBG,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,Red
Delor by CVBG,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Sauvignon,,,,,Red
Delor by CVBG,France,Cabernet Sauvignon,,,,,,,,,,Red
Delor by CVBG,France,,,,,Chardonnay,,,,,,White
Delor by CVBG,France,,,,,Merlot,,,,,,Red
Delor by CVBG,France,Syrah  Shiraz,,,,Grenache,Carignan,Cinsault,,,,Red
Domaine Bruno Clair,France,Bourgogne,,,,Aligote,,,,,,White
Domaine Bruno Clair,France,Bourgogne,Cote de Beaune,AloxeCorton,,Pinot Noir,,,,,,Red
Domaine Bruno Clair,France,Bourgogne,Cote de Beaune,AloxeCorton,,Chardonnay,,,,,,White
Domaine Bruno Clair,France,Bourgogne,Cote de Beaune,SavignylesBeaune,,Pinot Noir,,,,,,Red
Domaine Bruno Clair,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,Red
Domaine Bruno Clair,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,Red
Domaine Bruno Clair,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,Red
Domaine Bruno Clair,France,Bourgogne,Cote de Nuits,Marsannay,,Chardonnay,Pinot Bianco,,,,,White
Domaine Bruno Clair,France,Bourgogne,Cote de Nuits,Marsannay,,Pinot Noir,,,,,,Red
Domaine Christian Serafin,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,Red
Domaine Patrick Javillier,France,Bourgogne,Cote de Beaune,,,Chardonnay,,,,,,White
Domaine Patrick Javillier,France,Bourgogne,Cote de Beaune,,,Chardonnay,,,,,,White
Fattoria del Cerro  Saiagricola,Italy,Toscana,Montepulciano,,,Sangiovese,Canaiolo nero,,,,,Red
Fattoria del Cerro  Saiagricola,Italy,Toscana,Montepulciano,,,Sangiovese,Colorino,Canaiolo nero,Mammolo,,,Red
Felicien Diffonty  Fils,France,Rhone,ChateauneufduPape,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
Felsina,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Felsina,Italy,Toscana,Chianti,,,Malvasia,Trebbiano,Sangiovese,,,,White
Felsina,Italy,Toscana,,,,Sangiovese,,,,,,Red
Felsina,Italy,Toscana,,,,Chardonnay,,,,,,White
Fery Meunier,France,Bourgogne,Cote de Beaune,Pommard,,Pinot Noir,,,,,,Red
Fery Meunier,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,Red
Fery Meunier,France,Bourgogne,Cote de Nuits,Vougeot,,Pinot Noir,,,,,,Red
Fery Meunier,France,Bourgogne,Cote de Nuits,NuitsStGeorges,,Pinot Noir,,,,,,Red
Henkell,Germany,,,,,Chardonnay,Sauvignon blanc,Chenin Blanc,Etc,,,Sparkling
Henkell,Germany,,,,,Chardonnay,Sauvignon blanc,Chenin Blanc,Etc,,,Sparkling
J Vineyards  Winery,USA,California,Sonoma County,Russian River Valley,,Pinot Gris,,,,,,White
J Vineyards  Winery,USA,California,Sonoma County,Russian River Valley,,Pinot Noir,,,,,,Red
J Vineyards  Winery,USA,California,Sonoma County,Russian River Valley,,Chardonnay,Pinot Noir,Pinot Meunier,,,,Sparkling
JP Chenet,France,Cabernet Sauvignon,,,,Syrah & Shiraz,,,,,,Red
JP Chenet,France,Southern France,Languedoc Roussillon,,,Grenache,Syrah & Shiraz,Carignan,,,,Red
JP Chenet,France,Terret Blanc,,,,Clairette,Macabeo,,,,,White
Jean Bousquet,Argentina,Mendoza,,,,Cabernet Sauvignon,Malbec,Merlot,,,,Red
Jean Bousquet,Argentina,Mendoza,,,,Chardonnay,,,,,,White
Jean Bousquet,Argentina,Mendoza,Uco Valley,Tupungato,,Malbec,Cabernet Sauvignon,Merlot,,,,Red
Vignobles JeanJean,France,Cabernet Sauvignon,,,,,,,,,,Red
Vignobles JeanJean,France,,,,,Chardonnay,,,,,,White
Vignobles JeanJean,France,Cabernet Sauvignon,,,,,,,,,,Red
Vignobles JeanJean,France,,,,,Chardonnay,,,,,,White
Louis Max,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
Louis Max,France,Bourgogne,Maconnais,PouillyFuisse,,Chardonnay,,,,,,White
Martellozzo,Italy,,,,,Blend,,,,,,Red
Miner Famaily Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,Merlot,Malbec,Petit Verdot,,Red
Miner Famaily Vineyards,USA,California,Napa County,Napa Valley,,Zinfandel,Petite Sirah,,,,,Red
MGM Mondo del Vino,Italy,,,,,Blend,,,,,,Red
Ogier Cave des Papes,France,Rhone,ChateauneufduPape,,,Grenache,Syrah & Shiraz,mourvedre,Cinsault,Etc,,Red
Ogier Cave des Papes,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,Cinsault,,,,Red
Pasqua,Italy,Veneto,Soave,,,Garganega,Trebbiano,,,,,White
Pasqua,Italy,Veneto,Valpolicella,,,Corvina,Rondinella,,,,,Red
Quinta do Portal,Portugal,Douro,,,,Moscatel,,,,,,White
Quinta do Portal,Portugal,Douro,,,,Moscatel,,,,,,White
Rutherford Wine Company,USA,California,,,,Cabernet Sauvignon,Syrah & Shiraz,Merlot,Zinfandel,Cabernet Franc,Petit Verdot,Red
Rutherford Wine Company,USA,California,,,,Chardonnay,,,,,,White
Rutherford Wine Company,USA,California,,,,Merlot,,,,,,Red
Rutherford Wine Company,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,White
Rutherford Wine Company,USA,California,Napa County,Napa Valley,,Merlot,Zinfandel,,,,,Red
Tenuta SantAntonio,Italy,Veneto,Soave,,,Garganega,Trebbiano,Chardonnay,,,,White
Tenuta SantAntonio,Italy,Veneto,Valpolicella,,,Corvina,Rondinella,Croatina,Oseleta,,,Red
Tenuta SantAntonio,Italy,Veneto,Valpolicella,,,Corvina,Rondinella,Molinara,,,,Red
Tenuta SantAntonio,Italy,Veneto,Valpolicella,,,Corvinone,Rondinella,Croatina,,,,Red
Schloss Johannisberg,Germany,Rheingau,,,,Riesling,,,,,,White
Schloss Johannisberg,Germany,Rheingau,,,,Riesling,,,,,,White
Schloss Johannisberg,Germany,Rheingau,,,,Riesling,,,,,,White
Schloss Johannisberg,Germany,Rheingau,,,,Riesling,,,,,,White
Schloss Johannisberg,Germany,Rheingau,,,,Riesling,,,,,,White
Schloss Johannisberg,Germany,Rheingau,,,,Riesling,,,,,,White
GCF  GCF Group,France,Cabernet Sauvignon,,,,,,,,,,Red
GCF  GCF Group,France,,,,,Merlot,,,,,,Red
GCF  GCF Group,France,Sauvignon blanc,,,,,,,,,,White
GCF  GCF Group,France,Syrah  Shiraz,,,,,,,,,,Red
Tenuta La Poderina Saiagricola,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,Red
Veyret Latour,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,Red
Cono Sur,Chile,Aconcagua,Casablanca Valley,,,Pinot Noir,,,,,,Red
Cono Sur,Chile,Central Valley,,,,Cabernet Sauvignon,Merlot,Syrah & Shiraz,Carmenere,,,Red
Cono Sur,Chile,Central Valley,,,,Chardonnay,,,,,,White
Cono Sur,Chile,Maipo Valley,,,,Cabernet Sauvignon,Merlot,Carmenere,,,,Red
Cono Sur,Chile,Rapel Valley,,,,Carmenere,Merlot,Cabernet Sauvignon,Syrah & Shiraz,,,Red
Cono Sur,Chile,Rapel Valley,,,,Carmenere,Malbec,Cabernet Sauvignon,Etc,,,Red
Cono Sur,Chile,Rapel Valley,,,,Syrah & Shiraz,,,,,,Red
Archangel,Australia,South Australia,,,,Cabernet Sauvignon,,,,,,Red
Archangel,Australia,South Australia,McLaren Vale,,,Syrah & Shiraz,,,,,,Red
Barton  Guestier,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,Red
Barton  Guestier,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,Red
Barton  Guestier,France,Bordeaux,,,,Sauvignon blanc,Semillon,,,,,White
Barton  Guestier,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,Red
Barton  Guestier,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,Red
Barton  Guestier,France,Southern France,Languedoc Roussillon,,,Chardonnay,,,,,,White
Barton  Guestier,France,Southern France,Languedoc Roussillon,,,Merlot,,,,,,Red
Barton  Guestier,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,Carignan,,,,Red
Barton  Guestier,France,Bordeaux,,,,Sauvignon blanc,Semillon,,,,,White
Barton  Guestier,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,,,,,Red
Barton  Guestier,France,Bordeaux,HautMedoc,,,Merlot,Cabernet Sauvignon,,,,,Red
Barton  Guestier,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,Red
Barton  Guestier,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,Red
Barton  Guestier,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Franc,,,,,Red
Barton  Guestier,France,Bordeaux,SaintEmilion,,,Cabernet Franc,Merlot,,,,,Red
Barton  Guestier,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,Red
Barton  Guestier,France,Southern France,Languedoc Roussillon,,,Merlot,,,,,,Red
Barton  Guestier,France,Southern France,Languedoc Roussillon,,,Grenache,Carignan,,,,,Red
Barton  Guestier,France,Loire,,,,Chardonnay,,,,,,Sparkling
Barton  Guestier,France,,,,,Grenache,Syrah & Shiraz,Tempranillo,,,,Red
Barton  Guestier,France,,,,,Muscat,Sauvignon blanc,Colombard,Macabeu,Airen,,White
Beaulieu Vineyard,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Beaulieu Vineyard,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Red
Beaulieu Vineyard,Chile,Central Valley,,,,Merlot,,,,,,Red
Beaulieu Vineyard,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,Red
Beaulieu Vineyard,Chile,Central Valley,,,,Chardonnay,,,,,,White
Beaulieu Vineyard,USA,California,,,,Cabernet Sauvignon,Merlot,,,,,Red
Beaulieu Vineyard,USA,California,,,,Chardonnay,,,,,,White
Beaulieu Vineyard,USA,California,,,,Merlot,,,,,,Red
Beaulieu Vineyard,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,,,Red
Beaulieu Vineyard,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,White
Beaulieu Vineyard,USA,California,Napa County,Napa Valley,,Merlot,Etc,,,,,Red
Beaulieu Vineyard,USA,California,Central Coast,,,Cabernet Sauvignon,,,,,,Red
Beaulieu Vineyard,USA,California,,,,Chardonnay,,,,,,White
Beaulieu Vineyard,USA,California,Central Coast,,,Merlot,,,,,,Red
Blossom Hill,USA,California,,,,Cabernet Sauvignon,,,,,,Red
Blossom Hill,USA,California,,,,Chardonnay,,,,,,White
Blossom Hill,USA,California,,,,Merlot,,,,,,Red
Bodega Navarro Correas,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,Red
Bodega Navarro Correas,Argentina,Mendoza,Uco Valley,,,Malbec,,,,,,Red
Bodega Navarro Correas,Argentina,Mendoza,Uco Valley,,,Cabernet Sauvignon,,,,,,Red
Bodega Navarro Correas,Argentina,Mendoza,,,,Malbec,,,,,,Red
Bodega Navarro Correas,Argentina,Mendoza,,,,Merlot,,,,,,Red
Bodega Navarro Correas,Argentina,Mendoza,,,,Malbec,Cabernet Sauvignon,,,,,Red
Bodega Navarro Correas,Argentina,Mendoza,,,,Chardonnay,Chenin Blanc,,,,,White
Piat Dor,France,Southern France,Languedoc Roussillon,,,Blend,,,,,,Red
Piat Dor,France,Southern France,Languedoc Roussillon,,,Colombard,Ugni​ blanc,,,,,White
Sterling Vineyards,USA,California,,,,Cabernet Sauvignon,Etc,,,,,Red
Sterling Vineyards,USA,California,,,,Chardonnay,Chenin Blanc,Riesling,Etc,,,White
Sterling Vineyards,USA,California,Monterey County,,,Merlot,Etc,,,,,Red
Aldo Conterno Poderi Aldo Conterno,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Aldo Conterno Poderi Aldo Conterno,Italy,Piemonte,Alba,,,Barbera,,,,,,Red
Aldo Conterno Poderi Aldo Conterno,Italy,Piemonte,Langhe,,,Dolcetto,,,,,,Red
Aldo Conterno Poderi Aldo Conterno,Italy,Piemonte,Langhe,,,Nebbiolo,,,,,,Red
Aldo Conterno Poderi Aldo Conterno,Italy,Piemonte,Langhe,,,Nebbiolo,Barbera,Cabernet Sauvignon,Merlot,,,Red
Alejandro Fernandez,Spain,La Mancha,,,,Tempranillo,,,,,,Red
Alejandro Fernandez,Spain,La Mancha,,,,Tempranillo,,,,,,Red
Alejandro Fernandez,Spain,Ribera del Duero,,,,Tempranillo,,,,,,Red
Alejandro Fernandez,Spain,Ribera del Duero,,,,Tempranillo,,,,,,Red
Alejandro Fernandez,Spain,Ribera del Duero,,,,Tempranillo,,,,,,Red
Alejandro Fernandez,Spain,Ribera del Duero,,,,Tempranillo,,,,,,Red
Alejandro Fernandez,Spain,Ribera del Duero,,,,Tempranillo,,,,,,Red
Artadi,Spain,Rioja,,,,Tempranillo,,,,,,Red
Avignonesi,Italy,Toscana,Montepulciano,,,Sangiovese,,,,,,Red
Avignonesi,Italy,Toscana,,,,Merlot,Sangiovese,,,,,Red
Avignonesi,Italy,Toscana,,,,Merlot,Cabernet Sauvignon,,,,,Red
Avignonesi,Italy,Toscana,Montepulciano,,,Prugnolo Gentile,Canaiolo nero,Mammolo,,,,Red
Avignonesi,Italy,Toscana,,,,Prugnolo Gentile,Cabernet Sauvignon,Merlot,,,,Red
Bodegas Castano,Spain,,,,,Monastrell,Cabernet Sauvignon,,,,,Red
Bodegas Castano,Spain,,,,,Monastrell,,,,,,Red
Bodegas Castano,Spain,,,,,Monastrell,Cabernet Sauvignon,,,,,Red
Muga Bodegas Muga,Spain,Rioja,,,,Tempranillo,Garnacha,Mazuelo,Graciano,,,Red
Muga Bodegas Muga,Spain,Rioja,,,,Tempranillo,Garnacha,Mazuelo,Graciano,,,Red
Chateau Balange,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,Red
Chateau Beyran,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Red
Chateau Brassac,France,Bordeaux,Bordeaux Superieur,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Chateau Cazeau,France,Bordeaux,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
Chateau Cazeau,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,Red
Chateau CroizetBages Grand Cru Classe5th Cru,France,Bordeaux,ListracMedoc,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,,,Red
Chateau Gardour,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,Red
Chateau Paloumey,France,Bordeaux,HautMedoc,,,Cabernet Sauvignon,Merlot,,,,,Red
Chateau La Bessane,France,Bordeaux,Margaux,,,,,,,,,
Chateau La Commanderie,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,,,,,Red
Chateau La Commanderie,France,Bordeaux,,,,,,,,,,
